TRIAL,TURN_COUNT,CURRENT_CAMERA_OF_CONVERSATION,PREVIOUS_CAMERAS_OF_CONVERSATION,PREVIOUS_FEATURES_OF_CONVERSATION,CUSTOMER_ACTION,CUSTOMER_LOCATION,CUSTOMER_TOPIC,CUSTOMER_SPEECH,OUTPUT_SHOPKEEPER_ACTION,OUTPUT_SHOPKEEPER_LOCATION,SHOPKEEPER_TOPIC,SHOPKEEPER_SPEECH,SHOPKEEPER_SPEECH_DB_ENTRY_RANGE
441,11,CAMERA_2,"['CAMERA_3', 'CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['color'], 'CAMERA_2': ['camera_type', 'color', 'settings'], 'CAMERA_3': ['weight', 'long_exposure']}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,settings,what kind of settings does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,settings,This one has full manual control.,13~32
441,12,NONE,"['CAMERA_3', 'CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['color'], 'CAMERA_2': ['camera_type', 'color', 'settings'], 'CAMERA_3': ['weight', 'long_exposure']}",C_THANK_YOU,CAMERA_2,NONE,thank you for your help,S_THANK_YOU,CAMERA_2,NONE,thank you very much,
441,13,NONE,"['CAMERA_3', 'CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['color'], 'CAMERA_2': ['camera_type', 'color', 'settings'], 'CAMERA_3': ['weight', 'long_exposure']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
442,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
442,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?,
442,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon Coolpix S2800.,39~58
442,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['preset_modes'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,preset_modes,does it have preset modes,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,preset_modes,"This one has 18 preset modes (e.g. beach, snow, night portrait).",13~63
442,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['preset_modes', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,color,"This one comes in purple, pink, black, silver, red.",18~50
442,6,NONE,['CAMERA_1'],"{'CAMERA_1': ['preset_modes', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,thank you for your help,S_THANK_YOU,CAMERA_1,NONE,thank you very much,
442,7,NONE,['CAMERA_1'],"{'CAMERA_1': ['preset_modes', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
443,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
443,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_3,NONE,,S_GREETS,CAMERA_3,NONE,can I help you?,
443,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,CAMERA_3,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon Coolpix S2800.,39~58
443,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,weight,This one weighs 120 grams.,16~25
443,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,camera_type,what kind of camera is this,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,camera_type,This is a point and shoot camera.,10~25
443,6,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,what is the resolution,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,resolution,This one has 20.1 megapixels resolution.,13~28
443,7,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,color,"This one comes in purple, pink, black, silver, red.",18~50
443,8,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,price,how much does it cost,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,price,This one costs $2173.,15~20
443,9,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_1,preset_modes,"This one has 18 preset modes (e.g. beach, snow, night portrait).",13~63
443,10,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,how many autofocus points does it have,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
443,11,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_1,optical_zoom,This one has 5x optical zoom.,13~28
443,12,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,ISO,what is the ISO,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
443,13,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,long_exposure,can it take long exposure shots,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
443,14,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_1,settings,This one has limited manual settings.,13~36
443,15,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,effects,"This one has 12 glamor retouch effects (e.g. skin softening, small face, big eyes).",13~82
443,16,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,sensor_size,what is the sensor size,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
443,17,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,autofocus_points,how many autofocus points does it have,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
443,18,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,weight,how much does this one weigh,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,weight,This one weighs 120 grams.,16~25
443,19,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,long_exposure,can it take long exposure shots,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
443,20,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_1,weight,This one weighs 120 grams.,16~25
443,21,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,settings,This one has limited manual settings.,13~36
443,22,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,does it have optical zoom,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,optical_zoom,This one has 5x optical zoom.,13~28
443,23,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_1,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Sony Alpha a6000.,39~55
443,24,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,camera_type,what kind of camera is this,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,camera_type,This is a mirrorless camera.,10~20
443,25,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,long_exposure,can it take long exposure shots,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,long_exposure,This one can take long exposures up to up to 30 seconds.,39~55
443,26,CAMERA_2,"['CAMERA_1', 'CAMERA_2']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,autofocus_points,how many autofocus points does it have,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,autofocus_points,This one has 179 autofocus points.,13~33
443,27,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': []}",C_ANYTHING_ELSE_AVAILABLE,CAMERA_2,NONE,ok do you have any other cameras,S_INTRODUCES_CAMERA,CAMERA_3,,Let me show you this. Here we have the Canon EOS 5D Mark III.,39~60
443,28,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': ['price']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_3,price,This one costs $3706.,15~20
443,29,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': ['price', 'settings']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_3,settings,This one has full manual control.,13~32
443,30,CAMERA_3,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': ['price', 'settings', 'color']}",C_SILENT_OR_BACKCHANNEL,CAMERA_3,NONE,okay,S_INTRODUCES_FEATURE,CAMERA_3,color,This one comes in black.,18~23
443,31,NONE,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': ['price', 'settings', 'color']}",C_THANK_YOU,CAMERA_3,NONE,thank you for your help,S_THANK_YOU,CAMERA_3,NONE,thank you very much,
443,32,NONE,"['CAMERA_1', 'CAMERA_2', 'CAMERA_3']","{'CAMERA_1': ['weight', 'camera_type', 'resolution', 'color', 'price', 'preset_modes', 'autofocus_points', 'optical_zoom', 'ISO', 'long_exposure', 'settings', 'effects', 'sensor_size', 'autofocus_points', 'weight', 'long_exposure', 'weight', 'settings', 'optical_zoom'], 'CAMERA_2': ['camera_type', 'long_exposure', 'autofocus_points'], 'CAMERA_3': ['price', 'settings', 'color']}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
444,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
444,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?,
444,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon Coolpix S2800.,39~58
444,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_1,effects,"This one has 12 glamor retouch effects (e.g. skin softening, small face, big eyes).",13~82
444,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'optical_zoom'], 'CAMERA_2': [], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_1,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_1,optical_zoom,This one has 5x optical zoom.,13~28
444,6,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['effects', 'optical_zoom', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,ISO,what is the ISO,S_NOT_SURE,CAMERA_1,,I'm not really sure about that,
444,7,NONE,['CAMERA_1'],"{'CAMERA_1': ['effects', 'optical_zoom', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,thank you for your help,S_THANK_YOU,CAMERA_1,NONE,thank you very much,
444,8,NONE,['CAMERA_1'],"{'CAMERA_1': ['effects', 'optical_zoom', 'ISO'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
445,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
445,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?,
445,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon Coolpix S2800.,39~58
445,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,weight,how much does this one weigh,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,weight,This one weighs 120 grams.,16~25
445,5,NONE,['CAMERA_1'],"{'CAMERA_1': ['weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_1,NONE,thank you for your help,S_THANK_YOU,CAMERA_1,NONE,thank you very much,
445,6,NONE,['CAMERA_1'],"{'CAMERA_1': ['weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
446,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
446,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_1,NONE,,S_GREETS,CAMERA_1,NONE,can I help you?,
446,3,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,CAMERA_1,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Sony Alpha a6000.,39~55
446,4,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['effects'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,I see,S_INTRODUCES_FEATURE,CAMERA_2,effects,"This one has 13 artistic effect modes (e.g. toy camera, soft focus).",13~67
446,5,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type'], 'CAMERA_3': []}",C_SILENT_OR_BACKCHANNEL,CAMERA_2,NONE,alright,S_INTRODUCES_FEATURE,CAMERA_2,camera_type,This is a mirrorless camera.,10~20
446,6,NONE,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type'], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_2,NONE,thank you for your help,S_THANK_YOU,CAMERA_2,NONE,thank you very much,
446,7,NONE,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['effects', 'camera_type'], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
447,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
447,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_WALKS_TO_CAMERA,CAMERA_1,NONE,,S_GREETS,CAMERA_1,NONE,can I help you?,
447,3,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,CAMERA_1,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_2,,Let me show you this. Here we have the Sony Alpha a6000.,39~55
447,4,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['resolution'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,resolution,what is the resolution,S_NOT_SURE,CAMERA_2,,I'm not really sure about that,
447,5,CAMERA_2,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['resolution', 'color'], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_2,color,what colors does this one come in,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_2,color,"This one comes in white, silver, black.",18~38
447,6,NONE,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['resolution', 'color'], 'CAMERA_3': []}",C_THANK_YOU,CAMERA_2,NONE,thank you for your help,S_THANK_YOU,CAMERA_2,NONE,thank you very much,
447,7,NONE,['CAMERA_2'],"{'CAMERA_1': [], 'CAMERA_2': ['resolution', 'color'], 'CAMERA_3': []}",C_LEAVES,DOOR,NONE,,S_RETURNS_TO_COUNTER,SERVICE_COUNTER,NONE,,
448,1,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_ENTERS,DOOR,NONE,,S_NONE,SERVICE_COUNTER,NONE,,
448,2,NONE,[],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_GREETS,MIDDLE,NONE,hello,S_GREETS,MIDDLE,NONE,can I help you?,
448,3,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': [], 'CAMERA_2': [], 'CAMERA_3': []}",C_LOOKING_FOR_A_CAMERA,MIDDLE,NONE,I'm looking for a camera,S_INTRODUCES_CAMERA,CAMERA_1,,Let me show you this. Here we have the Nikon Coolpix S2800.,39~58
448,4,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,price,how much does it cost,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,price,This one costs $2173.,15~20
448,5,CAMERA_1,['CAMERA_1'],"{'CAMERA_1': ['price', 'weight'], 'CAMERA_2': [], 'CAMERA_3': []}",C_QUESTION_ABOUT_FEATURE,CAMERA_1,weight,how much does this one weigh,S_ANSWERS_QUESTION_ABOUT_FEATURE,CAMERA_1,weight,This one weighs 120 grams.,16~25
